Date,Open,High,Low,Close,Volume,Market Cap
"jun. 18, 2020","2,7","2,7","2,62","2,66",95.666.155,506.338.629
"jun. 17, 2020","2,73","2,74","2,66","2,7",116.732.797,515.083.561
"jun. 16, 2020","2,71","2,76","2,69","2,72",114.669.148,519.336.038
"jun. 15, 2020","2,77","2,79","2,56","2,71",146.311.613,517.414.544
"jun. 14, 2020","2,88","2,88","2,75","2,77",99.789.109,528.500.752
"jun. 13, 2020","2,86","2,9","2,83","2,88",106.615.057,549.119.484
"jun. 12, 2020","2,77","2,92","2,75","2,86",124.232.872,546.035.453
"jun. 11, 2020","3,12","3,13","2,75","2,77",143.482.483,528.456.327
"jun. 10, 2020","3,13","3,13","3,03","3,12",125.271.625,594.319.514
"jun. 09, 2020","3,15","3,18","3,09","3,13",132.661.687,596.711.681
"jun. 08, 2020","3,03","3,15",3,"3,15",107.678.224,600.388.435
"jun. 07, 2020","3,06","3,11","2,91","3,03",122.046.710,577.194.965
"jun. 06, 2020","3,11","3,17","3,06","3,06",115.040.527,583.074.783
"jun. 05, 2020","3,11","3,2","3,04","3,11",173.819.262,592.857.482
"jun. 04, 2020","2,9","3,15","2,9","3,11",194.087.419,593.369.965
"jun. 03, 2020","2,75","2,91","2,75","2,9",130.830.909,553.810.728
"jun. 02, 2020","2,85","2,95","2,68","2,75",173.439.108,525.166.648
"jun. 01, 2020","2,73","2,86","2,72","2,85",131.032.791,543.592.368
"May 31, 2020","2,81","2,87","2,71","2,73",126.961.037,521.429.073
"May 30, 2020","2,68","2,82","2,64","2,81",125.099.098,536.251.437
"May 29, 2020","2,66","2,7","2,64","2,68",92.727.475,510.982.118
"May 28, 2020","2,61","2,67","2,58","2,66",101.752.451,507.163.100
"May 27, 2020","2,58","2,67","2,57","2,61",121.510.767,496.907.619
"May 26, 2020","2,61","2,63","2,54","2,58",121.605.318,491.668.490
"May 25, 2020","2,52","2,63","2,48","2,61",141.861.563,498.279.354
"May 24, 2020","2,6","2,65","2,52","2,53",135.354.359,481.680.258
"May 23, 2020","2,65","2,67","2,57","2,6",115.303.106,496.493.577
"May 22, 2020","2,52","2,68","2,5","2,65",151.380.584,505.396.358
"May 21, 2020","2,7","2,73","2,47","2,52",181.807.764,480.641.634
"May 20, 2020","2,6","2,7","2,57","2,7",159.956.835,514.539.982
"May 19, 2020","2,59","2,65","2,54","2,6",142.768.378,496.347.565
"May 18, 2020","2,54","2,66","2,53","2,59",163.528.477,494.560.780
"May 17, 2020","2,55","2,62","2,54","2,54",143.724.086,484.630.823
"May 16, 2020","2,48","2,57","2,45","2,55",147.163.344,486.687.214
"May 15, 2020","2,52","2,57","2,46","2,48",158.220.035,472.155.938
"May 14, 2020","2,54","2,54","2,47","2,52",182.771.968,480.409.249
"May 13, 2020","2,48","2,57","2,45","2,54",150.850.772,484.786.652
"May 12, 2020","2,41","2,53","2,38","2,48",163.012.635,473.588.943
"May 11, 2020","2,51","2,55","2,31","2,4",190.618.144,457.418.777
"May 10, 2020","2,76","2,76","2,38","2,52",219.395.084,480.206.232
"May 09, 2020","2,81","2,85","2,74","2,76",194.974.056,526.072.745
"May 08, 2020","2,73","2,86","2,69","2,82",192.534.152,538.112.562
"May 07, 2020","2,67","2,78","2,62","2,73",200.554.903,520.243.504
"May 06, 2020","2,7","2,77","2,67","2,67",175.526.569,509.759.411
"May 05, 2020","2,77","2,8","2,68","2,71",187.996.939,516.182.577
"May 04, 2020","2,77","2,8","2,61","2,77",213.546.081,528.852.463
"May 03, 2020","2,88","2,91","2,76","2,78",181.742.035,529.569.641
"May 02, 2020","2,85","2,9","2,81","2,88",177.959.168,548.927.141
"May 01, 2020","2,76","2,94","2,76","2,85",215.604.799,542.974.914
"Apr 30, 2020","2,95","3,09","2,73","2,76",258.478.243,525.695.229
"Apr 29, 2020","2,82","2,99","2,78","2,95",257.180.368,562.808.781
"Apr 28, 2020","2,77","2,85","2,73","2,81",179.189.233,536.616.430
"Apr 27, 2020","2,8","2,83","2,68","2,77",206.579.070,528.261.241
"Apr 26, 2020","2,88","2,9","2,77","2,8",202.153.852,533.810.175
"Apr 25, 2020","2,76","2,94","2,69","2,88",244.311.462,549.671.551
"Apr 24, 2020","2,4","2,81","2,4","2,76",258.118.575,525.641.122
"Apr 23, 2020","2,38","2,46","2,35","2,41",162.055.139,458.605.977
"Apr 22, 2020","2,28","2,41","2,27","2,38",129.136.262,453.652.393
"Apr 21, 2020","2,28","2,33","2,27","2,29",130.580.694,436.267.918
"Apr 20, 2020","2,4","2,44","2,28","2,29",162.820.749,436.303.813
"Apr 19, 2020","2,5","2,55","2,4","2,4",147.362.761,458.076.497
"Apr 18, 2020","2,39","2,51","2,38","2,5",154.952.315,477.454.609
"Apr 17, 2020","2,42","2,42","2,37","2,39",137.482.523,455.177.327
"Apr 16, 2020","2,27","2,43","2,21","2,42",169.662.841,460.708.587
"Apr 15, 2020","2,34","2,43","2,27","2,28",141.651.091,433.896.451
"Apr 14, 2020","2,26","2,44","2,24","2,35",136.387.309,447.453.001
"Apr 13, 2020","2,33","2,33","2,19","2,26",132.554.387,431.176.158
"Apr 12, 2020","2,31","2,38","2,26","2,33",129.190.437,444.727.040
"Apr 11, 2020","2,31","2,37","2,25","2,3",133.757.619,439.446.037
"Apr 10, 2020","2,59","2,6","2,22","2,31",200.391.441,440.100.717
"Apr 09, 2020","2,48","2,61","2,41","2,58",167.581.573,492.913.012
"Apr 08, 2020","2,35","2,47","2,31","2,47",164.555.413,471.383.887
"Apr 07, 2020","2,38","2,49","2,31","2,35",197.423.098,447.713.629
"Apr 06, 2020","2,07","2,39","2,06","2,38",201.395.695,454.230.787
"Apr 05, 2020","2,03","2,1","2,02","2,07",111.940.359,394.073.736
"Apr 04, 2020","1,98","2,03","1,97","2,03",109.601.350,386.378.416
"Apr 03, 2020","1,99","2,06","1,97","1,98",122.833.949,377.661.967
"Apr 02, 2020","1,98","2,07","1,96","1,99",136.485.794,378.566.467
"Apr 01, 2020","1,96","1,98","1,9","1,98",111.913.424,377.412.285
"mar. 31, 2020","1,97","1,99","1,94","1,96",97.739.845,373.592.488
"mar. 30, 2020","1,86","2,02","1,86","1,98",124.918.346,376.745.628
"mar. 29, 2020","1,98","1,99","1,86","1,86",99.979.033,355.209.916
"mar. 28, 2020","2,03","2,03","1,89","1,97",142.369.491,376.580.234
"mar. 27, 2020","2,17","2,18","2,01","2,03",110.780.608,386.444.174
"mar. 26, 2020","2,08","2,17","2,08","2,17",116.976.101,413.880.354
"mar. 25, 2020","2,14","2,17","2,05","2,08",137.616.976,396.575.884
"mar. 24, 2020","2,1","2,23","2,08","2,14",159.154.280,408.215.909
"mar. 23, 2020","1,92","2,11","1,9","2,09",157.578.817,399.154.264
"mar. 22, 2020","2,16","2,23","1,92","1,92",152.281.651,366.967.064
"mar. 21, 2020","2,17","2,22","2,01","2,16",178.495.031,411.522.353
"mar. 20, 2020","2,06","2,45","1,87","2,16",219.912.722,412.459.432
"mar. 19, 2020","1,76","2,13","1,75","2,06",211.035.988,393.668.236
"mar. 18, 2020","1,73","1,81","1,66","1,76",147.341.921,334.684.858
"mar. 17, 2020","1,67","1,84","1,65","1,73",137.611.388,330.378.405
"mar. 16, 2020","1,93","1,93","1,53","1,67",180.527.215,318.018.608
"mar. 15, 2020","1,84","2,07","1,83","1,94",189.440.525,369.364.424
"mar. 14, 2020","1,81","1,99","1,7","1,84",210.130.139,350.151.345
"mar. 13, 2020","1,65","1,94","1,13","1,81",310.358.697,344.277.508
"mar. 12, 2020","2,97","2,99","1,61","1,65",232.086.161,314.483.970
"mar. 11, 2020","3,07","3,09","2,73","2,98",147.334.668,567.437.541
"mar. 10, 2020","3,02","3,18","2,9","3,07",162.383.021,586.230.695
"mar. 09, 2020","3,1","3,16","2,85","3,01",202.828.739,574.283.393
"mar. 08, 2020","3,62","3,62","3,1","3,1",184.166.651,592.048.092
"mar. 07, 2020","3,84","3,85","3,59","3,62",1.038.558.793,690.453.898
"mar. 06, 2020","3,77","3,87","3,72","3,84",130.616.200,733.034.139
"mar. 05, 2020","3,74","3,93","3,74","3,76",144.313.784,717.116.869
"mar. 04, 2020","3,63","3,89","3,63","3,74",155.036.912,713.568.207
"mar. 03, 2020","3,69","3,69","3,53","3,63",127.505.754,692.148.313
"mar. 02, 2020","3,36","3,76","3,34","3,68",155.975.816,702.641.441
"mar. 01, 2020","3,47","3,55","3,28","3,37",134.716.473,642.291.146
"Feb 29, 2020","3,54","3,67","3,48","3,48",117.740.505,663.472.638
"Feb 28, 2020","3,69","3,74","3,46","3,54",182.473.022,674.353.995
"Feb 27, 2020","3,66","3,85","3,36","3,69",244.141.234,703.116.967
"Feb 26, 2020","4,05","4,07","3,51","3,67",273.436.563,699.199.831
"Feb 25, 2020","4,38","4,39",4,"4,06",234.723.404,774.157.679
"Feb 24, 2020","4,79","4,93","4,25","4,38",273.073.854,835.592.608
"Feb 23, 2020","5,02","5,09","4,75","4,79",255.495.590,913.805.637
"Feb 22, 2020","4,83","5,09","4,71",5,297.156.553,954.287.847
"Feb 21, 2020","4,47","4,97","4,43","4,83",743.408.253,921.849.228
"Feb 20, 2020","4,15","4,55","4,13","4,47",1.754.228.163,852.669.463
"Feb 19, 2020","4,43","4,69","4,15","4,16",253.028.949,792.991.328
"Feb 18, 2020","4,27","4,48","3,99","4,43",256.786.535,845.366.478
"Feb 17, 2020","4,39","4,4","3,93","4,27",311.147.336,814.388.989
"Feb 16, 2020","4,6","4,74","4,08","4,39",315.050.586,838.046.642
"Feb 15, 2020","5,1","5,13","4,45","4,58",259.955.974,873.752.237
"Feb 14, 2020","4,9","5,12","4,87","5,1",228.732.873,973.082.532
"Feb 13, 2020","5,11","5,23","4,85","4,89",292.085.886,933.307.484
"Feb 12, 2020","5,1","5,31","5,08","5,11",259.478.348,974.520.934
"Feb 11, 2020","4,78","5,15","4,71","5,1",246.047.423,973.069.015
"Feb 10, 2020","4,76","4,79","4,59","4,79",213.729.603,913.157.584
"Feb 09, 2020","4,63","4,79","4,6","4,76",194.625.819,907.445.362
"Feb 08, 2020","4,81","4,81","4,53","4,63",223.813.433,882.422.410
"Feb 07, 2020","4,57","4,9","4,53","4,81",263.626.979,917.332.059
"Feb 06, 2020","4,33","4,58","4,27","4,57",245.005.952,870.872.257
"Feb 05, 2020","4,22","4,35","4,15","4,33",219.629.627,824.888.932
"Feb 04, 2020","4,26","4,26","4,02","4,22",199.182.438,804.128.109
"Feb 03, 2020","4,41","4,46","4,25","4,26",169.613.306,812.471.299
"Feb 02, 2020","4,37","4,47","4,25","4,41",166.048.379,840.319.053
"Feb 01, 2020","4,39","4,43","4,3","4,38",153.198.031,834.520.686
"jan. 31, 2020","4,42","4,6","4,3","4,39",199.363.105,837.029.351
"jan. 30, 2020","4,41","4,47","4,3","4,41",193.799.097,841.882.518
"jan. 29, 2020","4,59","4,59","4,36","4,41",195.873.920,841.480.724
"jan. 28, 2020","4,52","4,59","4,48","4,59",201.500.979,874.619.277
"jan. 27, 2020","4,48","4,67","4,43","4,52",166.514.161,861.473.073
"jan. 26, 2020","4,41","4,5","4,37","4,48",131.819.511,854.395.418
"jan. 25, 2020","4,49","4,49","4,37","4,42",132.055.630,841.901.879
"jan. 24, 2020","4,45","4,52","4,35","4,48",161.825.964,855.148.282
"jan. 23, 2020","4,65","4,68","4,38","4,44",157.800.493,847.521.481
"jan. 22, 2020","4,64","4,69","4,57","4,65",131.623.772,887.094.362
"jan. 21, 2020","4,5","4,73","4,46","4,65",138.311.353,886.592.072
"jan. 20, 2020","4,51","4,66","4,42","4,51",142.814.531,859.109.294
"jan. 19, 2020","4,64","4,76","4,39","4,52",195.479.921,861.648.060
"jan. 18, 2020",5,5,"4,62","4,63",218.755.859,883.526.141
"jan. 17, 2020","5,1","5,29","4,77",5,314.099.418,953.671.093
"jan. 16, 2020","4,57","5,2","4,2","5,08",292.509.993,967.992.098
"jan. 15, 2020","4,54","4,93","4,4","4,57",256.937.834,871.045.052
"jan. 14, 2020","4,25","4,67","4,24","4,54",218.081.722,865.707.914
"jan. 13, 2020","4,26","4,33","4,13","4,26",112.376.034,811.564.036
"jan. 12, 2020","4,27","4,35","4,23","4,26",114.480.179,812.887.020
"jan. 11, 2020","4,26","4,43","4,26","4,28",134.305.838,815.227.389
"jan. 10, 2020","4,26","4,45","4,21","4,26",180.537.539,813.022.082
"jan. 09, 2020","4,01","4,26","3,96","4,26",137.133.708,812.941.170
"jan. 08, 2020","4,09","4,18",4,"4,01",128.484.380,764.782.468
"jan. 07, 2020","4,11","4,25","4,07","4,1",136.691.939,781.067.565
"jan. 06, 2020","4,23","4,25","4,05","4,1",139.523.351,782.765.024
"jan. 05, 2020","4,28","4,4","4,22","4,23",115.399.788,806.970.072
"jan. 04, 2020","4,25","4,39","4,23","4,29",90.718.305,817.358.521
"jan. 03, 2020","4,11","4,36","4,02","4,25",138.617.691,810.024.888
"jan. 02, 2020","4,38","4,38","4,08","4,09",111.325.337,780.262.140
"jan. 01, 2020","4,22","4,47","4,2","4,38",107.994.513,835.245.527
"Dec 31, 2019","4,19","4,33","4,13","4,22",109.928.104,804.079.143
"Dec 30, 2019","4,27","4,42","4,15","4,19",126.896.246,799.024.500
"Dec 29, 2019","4,41","4,54","4,25","4,27",125.572.029,813.804.081
"Dec 28, 2019","4,52","4,72","4,41","4,41",117.069.172,840.180.977
"Dec 27, 2019","4,57","4,76","4,49","4,52",132.653.447,861.978.946
"Dec 26, 2019","4,3","4,62","4,3","4,58",139.848.139,873.061.135
"Dec 25, 2019","4,42","4,42","4,21","4,3",104.967.612,820.436.002
"Dec 24, 2019","4,31","4,48","4,26","4,42",127.112.410,843.489.942
"Dec 23, 2019","4,27","4,35","4,17","4,3",133.651.317,820.276.987
"Dec 22, 2019","4,09","4,28","4,08","4,27",119.057.895,814.002.309
"Dec 21, 2019","4,32","4,35","4,07","4,09",111.080.887,779.582.076
"Dec 20, 2019","4,29","4,38","4,19","4,31",142.056.809,822.749.311
"Dec 19, 2019","4,3","4,37","4,08","4,29",149.541.020,817.804.301
"Dec 18, 2019","3,61","4,46","3,6","4,3",260.235.131,820.891.581
"Dec 17, 2019","4,08","4,15","3,57","3,63",216.347.353,691.687.130
"Dec 16, 2019","4,49","4,5","4,06","4,08",207.850.289,777.998.924
"Dec 15, 2019","4,25","4,61","4,2","4,49",230.817.887,857.024.370
"Dec 14, 2019","3,98","4,28","3,98","4,24",191.269.095,809.375.555
"Dec 13, 2019","4,12","4,23","3,98","3,99",205.959.990,760.233.969
"Dec 12, 2019","3,83","4,17","3,79","4,12",230.614.356,786.418.456
"Dec 11, 2019","3,6","3,84","3,59","3,81",199.495.756,727.362.979
"Dec 10, 2019","3,7","3,73","3,55","3,6",207.259.326,686.204.619
"Dec 09, 2019","3,95","3,97","3,68","3,71",216.632.529,706.522.307
"Dec 08, 2019","3,81",4,"3,74","3,95",201.085.483,752.311.274
"Dec 07, 2019","3,67","3,88","3,66","3,81",197.409.951,725.664.435
"Dec 06, 2019","3,52","3,69","3,51","3,67",182.348.856,699.673.035
"Dec 05, 2019","3,59","3,72","3,49","3,53",181.266.106,673.233.028
"Dec 04, 2019","3,69","3,74","3,46","3,6",188.222.589,686.314.900
"Dec 03, 2019","3,68","3,8","3,65","3,7",144.705.352,705.977.051
"Dec 02, 2019","3,79","3,93","3,62","3,68",151.160.801,702.017.417
"Dec 01, 2019","3,92","3,93","3,66","3,81",175.883.739,726.017.955
"nov. 30, 2019","4,02","4,1","3,83","3,93",160.886.605,748.553.792
"nov. 29, 2019","3,69","4,06","3,68","4,01",183.110.184,765.177.996
"nov. 28, 2019","3,58","3,79","3,53","3,69",145.107.303,703.065.720
"nov. 27, 2019","3,5","3,76","3,31","3,58",179.601.320,683.546.815
"nov. 26, 2019","3,41","3,66","3,39","3,51",166.612.606,669.041.544
"nov. 25, 2019","3,06","3,53",3,"3,41",184.025.705,650.377.013
"nov. 24, 2019","3,26","3,27","3,03","3,06",267.084.994,582.795.477
"nov. 23, 2019","2,94","3,26","2,87","3,25",235.663.023,620.624.399
"nov. 22, 2019","3,2","3,3","2,68","2,94",165.875.702,561.156.547
"nov. 21, 2019","3,35","3,43","3,13","3,2",150.359.200,609.810.312
"nov. 20, 2019","3,53","3,62","3,34","3,35",136.161.478,638.110.659
"nov. 19, 2019","3,63","3,69","3,37","3,53",138.483.758,672.655.150
"nov. 18, 2019","3,92","3,93","3,58","3,63",148.746.229,692.125.580
"nov. 17, 2019","3,99",4,"3,85","3,92",119.429.121,748.307.219
"nov. 16, 2019","3,93",4,"3,88","3,99",120.766.065,760.419.950
"nov. 15, 2019","4,02","4,14","3,86","3,93",159.604.699,748.906.249
"nov. 14, 2019","3,99","4,02","3,82","4,02",145.523.380,765.966.045
"nov. 13, 2019","4,21","4,23","3,98",4,174.490.242,761.863.902
"nov. 12, 2019","4,36","4,36","4,05","4,22",190.695.133,804.250.701
"nov. 11, 2019","4,21","4,38","4,07","4,36",187.973.925,831.135.433
"nov. 10, 2019","3,97","4,29","3,91","4,21",175.582.529,802.408.393
"nov. 09, 2019","3,81","3,98","3,81","3,96",138.378.897,755.704.287
"nov. 08, 2019","3,89","4,03","3,68","3,81",162.184.081,726.952.590
"nov. 07, 2019","3,76","3,9","3,66","3,89",138.168.547,741.610.195
"nov. 06, 2019","3,76","3,87","3,69","3,76",119.134.299,717.109.050
"nov. 05, 2019","3,62","3,81","3,54","3,75",198.537.684,715.727.237
"nov. 04, 2019","3,39","3,66","3,35","3,62",167.015.305,691.042.409
"nov. 03, 2019","3,43","3,46","3,31","3,4",134.586.294,647.561.219
"nov. 02, 2019","3,27","3,47","3,26","3,43",146.612.238,654.660.477
"nov. 01, 2019","3,22","3,31","3,14","3,27",141.989.599,623.512.129
"Oct 31, 2019","3,03","3,3","3,03","3,21",123.316.945,611.175.820
"Oct 30, 2019","3,15","3,2","2,97","3,04",159.635.853,578.792.666
"Oct 29, 2019","3,11","3,2","3,08","3,16",174.949.603,601.809.776
"Oct 28, 2019","3,2","3,33","3,08","3,11",201.010.232,593.950.561
"Oct 27, 2019","3,09","3,29","2,98","3,2",202.467.915,610.752.427
"Oct 26, 2019","3,02","3,27","3,01","3,09",247.034.524,588.786.104
"Oct 25, 2019","2,85","3,11","2,79","3,02",202.151.948,575.105.054
"Oct 24, 2019","2,69","2,87","2,66","2,85",121.047.890,543.146.436
"Oct 23, 2019","2,88","2,91","2,6","2,69",154.724.341,512.752.506
"Oct 22, 2019","2,99","3,02","2,87","2,88",139.307.790,548.912.904
"Oct 21, 2019","2,91","3,01","2,85","2,99",138.325.074,570.027.385
"Oct 20, 2019","2,76","2,94","2,71","2,9",123.509.827,553.775.159
"Oct 19, 2019","2,75","2,81","2,71","2,76",123.206.076,526.511.272
"Oct 18, 2019","2,92","2,93","2,72","2,75",139.559.230,525.121.084
"Oct 17, 2019","2,85","2,96","2,76","2,92",130.110.997,556.695.074
"Oct 16, 2019","2,95","2,96","2,72","2,85",145.829.662,543.831.446
